Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
SingleEmployerPlansAccountedForAsMultiemployerPlanContributions,24,0,0,0,1,3,3,1,0,0,0
DefinedBenefitPlanNetPeriodicBenefitCostCreditIncreaseDecreaseForPlanAmendment,24,0,0,0,0,0,0,0,6,2,0
PaymentsToAcquireLoansAndLeasesHeldForInvestmentCreditCardSecuritizations,24,0,0,1,1,1,1,1,2,1,0
SupplementalUnemploymentBenefitsContinuationOfLifeInsurance,24,0,0,0,0,1,1,2,2,1,1
OrderFlowFees,24,0,1,1,1,1,1,1,1,1,0
DistributionMadeToLimitedLiabilityCompanyLLCMemberUnitDistribution,24,0,0,0,1,1,4,1,1,0,0
DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsCurrent,24,0,0,0,0,7,1,0,0,0,0
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnIncomeFromContinuingOperations,24,0,1,4,1,2,0,0,0,0,0
CashProvidedByUsedInDiscontinuedOperationsFinancingActivities,24,0,6,2,0,0,0,0,0,0,0
LiabilityForTitleClaimsAndClaimsAdjustmentExpenseKnownClaims,24,0,2,3,2,1,0,0,0,0,0
BusinessCombinationSeparatelyRecognizedTransactionsAssetsRecognized,24,0,0,0,2,2,2,2,0,0,0
FinancialGuaranteeInsuranceContractsAcceleratedPremiumRevenueAmount,24,0,1,1,1,0,1,1,1,2,0
LongTermPollutionControlBond,24,0,1,1,1,1,1,1,1,1,0
SiteContingencyLossExposureInExcessOfAccrualHighEstimate,24,0,2,1,1,2,2,0,0,0,0
DeferredPolicyAcquisitionCostForeignCurrencyTranslationAdjustment,24,0,0,0,0,4,4,0,0,0,0
PostconfirmationLiabilitiesSubjectToCompromise,24,0,0,1,1,1,1,2,1,1,0
IncreaseDecreaseInPrepaidAdvertising,24,0,0,0,1,1,1,2,1,2,0
UnusualOrInfrequentItemEarningsPerShareImpactNet,24,0,1,2,1,2,1,0,1,0,0
BasicEarningsPerShareAdjustmentProForma,24,0,0,3,2,0,0,2,0,1,0
MinimumLeasePaymentsSaleLeasebackTransactionsDueInRollingYearFour,24,0,0,0,2,0,1,2,1,2,0
FacilityMembershipAndOperationsRevenue,24,0,1,1,1,2,1,1,1,0,0
NetAmountAtRiskByProductAndGuaranteeSeparateAccountValueInEventOfDeath,24,0,0,3,3,2,0,0,0,0,0
EquityIssuedInBusinessCombinationFairValueDisclosure,24,0,0,0,2,1,2,3,0,0,0
WeightedAverageInterestRateOfTimeDeposits100000OrMoreThreeMonthsThroughSixMonths,24,0,0,1,2,1,1,1,1,1,0
FairValueConcentrationOfRiskRetainedInterest,24,0,1,1,1,1,1,1,1,1,0
HealthCareOrganizationHealthCareCostsGross,24,0,0,1,1,1,1,1,2,1,0
ConstructionMaterialsRevenue,24,0,0,1,1,1,1,2,2,0,0
FederalHomeLoanBankAdvancesMaturitiesSummaryByInterestRateTypeOneToFiveYears,24,0,0,1,0,0,2,1,2,2,0
DebtInstrumentConvertibleRemainingDiscountAmortizationPeriod,24,2,6,0,0,0,0,0,0,0,0
ConvertiblePreferredStockSharesIssued,24,0,5,3,0,0,0,0,0,0,0
SegmentReportingInformationRevenueFromExternalCustomers,24,1,6,1,0,0,0,0,0,0,0
EffectOnRetainedEarningsAccumulatedDeficitDueToChangeInMeasurementDateNetOfTax,24,0,2,1,1,3,0,1,0,0,0
FinancialGuaranteeInsuranceContractsPremiumReceivableProceedsFromPremiumsReceived,24,0,0,0,0,0,0,2,3,3,0
LoansReceivableCommercialFinancialInstitutions,24,0,0,2,2,1,0,2,1,0,0
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet,24,0,4,3,1,0,0,0,0,0,0
RepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,24,0,2,2,0,0,2,1,1,0,0
RealEstateVariableInterestEntityBorrowings,24,0,1,2,2,1,1,1,0,0,0
ClosedBlockOperationsOtherRevenue,24,0,1,1,1,1,1,1,1,1,0
DerecognizedAssetsSecuritizedOrAssetbackedFinancingArrangementAssetsAndAnyOtherFinancialAssetsManagedTogetherDelinquentAmountAtEndOfPeriod,24,0,1,0,0,0,0,1,3,3,0
IncrementalEffectOnBalanceSheetAssetLineItemChangeDueToAdditionalMinimumPensionLiabilityAMLAdjustmentPeriodIncreaseDecrease,24,0,0,2,2,2,1,1,0,0,0
CommonStockAdditionalSeriesSharesIssued,24,0,3,4,1,0,0,0,0,0,0
ClosedBlockOperationsChangeInPolicyholderBenefitsAndInterestCreditedToPolicyholderAccountBalances,24,0,1,1,1,1,1,1,1,1,0
FinanceLeaseLiabilityPaymentsDueInRollingAfterYearFive,24,0,0,0,0,0,0,0,0,2,6
LesseeFinanceLeaseDiscountRate,24,0,0,0,0,0,0,0,2,3,3
GainLossOnComponentsExcludedFromAssessmentOfForeignCurrencyFairValueHedgeEffectiveness,24,0,1,1,1,1,1,1,1,1,0
IncreaseDecreaseInInterestsContinuedToBeHeldByTransferorCurrent,24,1,3,3,1,0,0,0,0,0,0
OilAndGasJointInterestBillingReceivablesNoncurrent,24,0,1,0,1,2,1,1,1,1,0
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAdditions,24,0,0,2,1,1,1,2,1,0,0
LossContingencyNumberOfPlaintiffs,24,0,0,2,0,2,2,0,2,0,0
DebtSecuritiesHeldToMaturityMaturityAfterOneThroughFiveYearsWeightedAverageYield,24,0,0,0,0,0,0,0,2,5,1
DebtInstrumentConvertibleConversionPrice,24,3,2,0,2,1,0,0,0,0,0
IncreaseDecreaseInDepositsFromOtherFederalHomeLoanBanks,24,0,1,3,1,1,1,1,0,0,0
DirectToTelevisionFilmCostsPreproduction,24,0,1,1,1,1,1,1,1,1,0
LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInRollingYearFive,24,0,0,3,3,2,0,0,0,0,0
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToNoncontrollingInterest,24,0,1,2,1,1,1,2,0,0,0
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsPeriodIncreaseDecrease,24,0,0,1,0,0,1,1,2,2,1
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingAfterYearFive,24,0,0,2,2,1,2,1,0,0,0
FairValueInputsPriceEarningsRatioMultiple,24,0,0,0,1,1,1,2,3,0,0
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresCollateralPledged,24,0,7,1,0,0,0,0,0,0,0
MinimumLeasePaymentsSaleLeasebackTransactionsNextRollingTwelveMonths,24,0,0,1,2,0,0,2,1,2,0
FinancingReceivableNonaccrualPercentPastDue,24,0,0,0,0,0,3,4,1,0,0
IncreaseDecreaseInUnderEnergyRecovery,24,0,1,1,1,2,1,0,1,1,0
CarryingValueOfFederalFundsSoldSecuritiesPurchasedUnderAgreementsToResellAndDepositsPaidForSecuritiesBorrowed,24,0,0,1,2,1,1,1,1,1,0
LimitedLiabilityCompanyLLCPreferredUnitIssued,24,0,0,0,6,1,0,0,1,0,0
DebtSecuritiesHeldToMaturityMaturityAfterFiveThroughTenYearsWeightedAverageYield,24,0,0,0,0,0,0,0,2,5,1
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInYearFour,24,0,0,2,2,1,2,1,0,0,0
SubsidiaryOrEquityMethodInvesteePricePerShare,24,1,1,6,0,0,0,0,0,0,0
FederalHomeLoanBankAdvancesOutstandingGreaterThanOneBillionDollarsPerBorrowerPercent,24,0,0,0,0,3,2,1,1,1,0
CededPremiumsWrittenAccidentAndHealth,24,0,4,4,0,0,0,0,0,0,0
HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease,24,0,0,0,0,0,0,0,0,8,0
LossContingencyClaimsSettledAndDismissedNumber,24,0,5,3,0,0,0,0,0,0,0
PartnersCapitalAccountTreasuryUnitsReissued,24,0,0,0,0,0,1,2,3,2,0
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodNotAccountedForUsingIncomeRecognitionModelAtAcquisition,24,0,0,2,3,3,0,0,0,0,0
MalpracticeLossContingencyPremiumCosts,24,0,0,1,1,1,1,1,1,1,1
ReductionsInOtherAssetsAmount,24,0,1,2,0,2,1,1,1,0,0
IndefiniteLivedInternationalSlotsAndRoutes,24,0,2,4,2,0,0,0,0,0,0
DebtSecuritiesHeldToMaturityMaturityAfter10YearsWeightedAverageYield,24,0,0,0,0,0,0,0,2,5,1
RegulatedOperatingRevenueFieldServices,24,0,1,2,2,1,1,1,0,0,0
TimeDepositMaturitiesAfterNextRollingTwelveMonths,24,0,0,2,1,1,1,1,1,1,0
OwnshareLendingArrangementSharesIssued,24,0,0,3,2,1,0,1,1,0,0
EquitySecuritiesWithoutReadilyDeterminableFairValueImpairmentLossCumulativeAmount,24,0,0,0,0,0,0,0,0,8,0
TransferOfFinancialAssetsAccountedForAsSalesCashProceedsReceivedForAssetsDerecognizedAmount,24,0,0,0,0,0,0,2,3,3,0
WeightedAverageInterestRateOfTimeDeposits100000OrMoreAfter12Months,24,0,0,1,2,1,1,1,1,1,0
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToIndividualForeignCountriesAmount,24,4,2,1,1,0,0,0,0,0,0
NetIncomeLossFromRealEstateInvestmentPartnershipAttributableToNoncontrollingInterest,24,0,0,0,0,1,3,2,1,1,0
WeightedAverageInterestRateOfTimeDeposits100000OrMoreSixMonthsThrough12Months,24,0,0,1,2,1,1,1,1,1,0
TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnTransferOfAssetsNetOfTax,24,0,0,1,1,1,1,2,1,1,0
SubordinatedBorrowingsAllowableInComputationOfNetCapital,24,0,0,1,1,2,1,1,1,1,0
DirectFinancingLeaseUnguaranteedResidualAsset,24,0,0,0,0,0,0,0,3,2,3
LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInRollingYearTwo,24,0,0,3,3,2,0,0,0,0,0
ExtendedProductWarrantyAccrualForeignCurrencyTranslationGainLoss,24,0,0,0,0,0,1,2,2,3,0
FinanceLeaseLiabilityPaymentsDueInNextRollingTwelveMonths,24,0,0,0,0,0,0,0,0,1,7
SubordinatedLiabilitiesPeriodIncreaseDecrease,24,0,0,0,1,1,2,1,2,1,0
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInYearTwo,24,0,0,2,2,1,2,1,0,0,0
SaleLeasebackTransactionTransactionCostsInvestingActivities,24,0,0,0,0,1,2,2,3,0,0
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInYearThree,24,0,0,2,2,1,2,1,0,0,0
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsRemainderOfFiscalYear,24,0,0,0,0,0,2,2,2,2,0
PercentageOfInterestBearingDomesticDepositsToDepositsRetail,24,0,0,1,1,1,2,1,1,1,0
CapitalUnitsTotalCostToInvestors,24,0,0,1,0,0,1,1,2,2,1
RealEstateHeldForDevelopmentAndSaleSubsidiary,24,0,1,0,2,2,1,1,1,0,0
UseOfRestrictedCashForAcquisitionOfOilAndGasProperty,24,0,3,1,0,3,1,0,0,0,0
OptionIndexedToIssuersEquitySettlementAlternativesCashAtFairValue,24,0,0,0,2,2,2,0,1,1,0
UnusualOrInfrequentItemGainGross,24,0,0,0,1,0,1,4,2,0,0
EnvironmentalExitCostsReasonablyPossibleAdditionalLoss,24,0,0,0,1,1,1,1,1,2,1
SegmentReportingSegmentOperatingProfitLoss,24,5,0,1,2,0,0,0,0,0,0
MortgageLoansOnRealEstatePeriodicPaymentTermsBalloonPaymentAmount,24,0,2,6,0,0,0,0,0,0,0
HealthCareOrganizationContractAcquisitionExpense,24,0,1,1,1,1,1,1,1,1,0
PostconfirmationLiabilities,24,0,0,1,1,1,1,1,2,1,0
InterestIncomeDebtSecuritiesOperating,24,0,0,0,0,0,0,0,1,5,2
DisposalGroupIncludingDiscontinuedOperationDeferredTaxLiabilitiesCurrent,24,0,0,0,0,1,2,2,1,2,0
LossContingencyNewClaimsFiledNumber,24,0,4,0,0,1,1,0,1,1,0
ImpactOfRestatementOnEarningsPerShareDiluted,24,0,3,1,0,1,1,2,0,0,0
DirectPremiumsEarnedOtherInsurance,24,0,1,4,3,0,0,0,0,0,0
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInYearFive,24,0,0,2,2,1,2,1,0,0,0
DerivativeLiabilityDesignatedAsHedgingInstrumentFairValue,24,2,6,0,0,0,0,0,0,0,0
ForeignCurrencyFairValueHedgeLiabilityAtFairValue,24,0,2,1,1,0,2,0,0,2,0
BusinessAcquisitionPurchasePriceAllocationPlant,21,0,2,4,1,0,0,0,0,0,0
DeferredIncomeCurrent,21,0,0,0,0,0,0,0,0,2,5
OtherComprehensiveIncomeCumulativeEffectOfChangeInAccountingPrincipleTaxes,21,0,4,3,0,0,0,0,0,0,0
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiumsConsumer,21,0,0,2,2,2,1,0,0,0,0
StructuredSettlementAnnuitiesInterestRateLowEnd,21,0,0,1,2,2,2,0,0,0,0
AuctionMarketPreferredSecuritiesStockSeriesValue,21,0,2,4,1,0,0,0,0,0,0
AllCertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesNotAccountedForUsingIncomeRecognitionModel,21,0,0,1,2,3,1,0,0,0,0
SubsidiaryOrEquityMethodInvesteeCumulativeNumberOfSharesIssuedForAllTransactions,21,0,0,0,1,2,2,2,0,0,0
ShortTermLeasePayments,21,0,0,0,0,0,0,0,0,2,5
PolicyholdersSurplus,21,0,0,0,0,1,2,2,1,1,0
GainLossOnComponentsExcludedFromAssessmentOfInterestRateFairValueHedgeEffectiveness,21,0,1,2,1,1,1,1,0,0,0
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossNetOfTaxIncludingPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities,21,0,1,0,1,2,1,1,1,0,0
FinancialGuaranteeInsuranceContractsPremiumsReceivableAdjustmentAccretionOfDiscountOnPremiumReceivable,21,0,1,1,1,1,2,1,0,0,0
IncreaseDecreaseInBorrowedSecurities,21,1,2,2,2,0,0,0,0,0,0
ProductiveOilWellsNumberOfWellsGross,21,0,0,1,1,2,1,1,1,0,0
PostconfirmationPropertyAndEquipmentNet,21,0,0,0,1,1,1,2,2,0,0
LoanRestructuringTrialModificationsAmount,21,0,0,0,0,0,3,2,1,1,0
OtherRealEstateCoveredPeriodIncreaseDecrease,21,0,0,1,1,1,1,1,1,1,0
OtherDeductionsAndCharges,21,0,0,2,0,0,1,2,2,0,0
GainOnDiscontinuationOfCashFlowHedgeDueToForecastedTransactionProbableOfNotOccurring,21,0,2,0,1,0,0,0,3,1,0
CashFlowHedgeGainLossReclassifiedToInvestmentIncomeNet,21,0,2,4,1,0,0,0,0,0,0
PreconfirmationAmortizableIntangibleAssetsNet,21,0,0,2,1,2,1,0,0,1,0
DebtInstrumentConvertibleThresholdTradingDays,21,0,0,0,2,2,1,1,1,0,0
LiabilitiesForGuaranteesOnLongDurationContractsOtherLiabilityAdjustments,21,0,1,1,0,2,0,2,1,0,0
PresentValueOfFutureInsuranceProfitsPercentageOfAmortizationExpenseYearOne,21,0,0,0,0,0,0,0,3,4,0
MinimumLeasePaymentsSaleLeasebackTransactionsDueInRollingAfterYearFive,21,0,0,0,0,1,1,2,1,2,0
GuaranteedBenefitsIncurred,21,0,2,4,1,0,0,0,0,0,0
ExtraordinaryItemOfInvestee,21,0,1,2,2,2,0,0,0,0,0
PremiumIncomeSubjectToParticipationThroughReinsurancePercentage,21,0,2,5,0,0,0,0,0,0,0
CashFlowHedgeGainReclassifiedToInterestExpense,21,0,4,3,0,0,0,0,0,0,0
ProceedsFromDepositsAppliedToDebtRetirements,21,0,0,0,3,2,2,0,0,0,0
DifferenceBetweenReportedAmountAndReportingCurrencyDenominatedAmountValue,21,0,0,3,2,1,0,1,0,0,0
SalesTypeAndDirectFinancingLeasesLeaseReceivable,21,0,0,0,0,0,0,0,0,0,7
FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,21,5,2,0,0,0,0,0,0,0,0
AssetsDesignatedToClosedBlockOtherClosedBlockAssets,21,0,2,4,1,0,0,0,0,0,0
AdjustmentsToReconcileIncomeLossToNetCashProvidedByUsedInContinuingOperations,21,0,7,0,0,0,0,0,0,0,0
DebtSecuritiesHeldToMaturityMaturityWithinOneYearWeightedAverageYield,21,0,0,0,0,0,0,0,1,5,1
FreshStartAdjustmentIncreaseDecreasePropertyAndEquipmentNet,21,0,0,0,0,0,0,3,3,1,0
PostconfirmationEquipment,21,0,0,0,1,2,1,1,1,1,0
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInTradingRevenue,21,0,1,6,0,0,0,0,0,0,0
LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInRollingYearFour,21,0,0,4,2,1,0,0,0,0,0
DisposalGroupAssetsOfBusinessTransferredUnderContractualArrangement,21,0,1,2,2,2,0,0,0,0,0
CashFlowHedgeLossReclassifiedToCostOfSales,21,0,2,4,1,0,0,0,0,0,0
FinancialGuaranteeInsuranceContractsRiskManagementActivitiesMitigatingClaimLiabilitiesAccruedLiabilities,21,0,1,1,1,2,2,0,0,0,0
OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodBeforeTax,21,0,0,0,0,0,0,0,0,6,1
DebtorReorganizationItemsInterestIncomeOnAccumulatedCash1,21,0,0,0,1,1,2,2,1,0,0
MalpracticeLossContingencyPeriodIncreaseDecrease,21,0,1,1,1,1,1,1,1,0,0
ShortdurationInsuranceContractsLiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAccumulatedForeignExchange,21,0,0,0,0,0,0,2,2,3,0
MembersOrLimitedPartnersSubsequentDistributionAmount,21,0,1,6,0,0,0,0,0,0,0
AssumedPremiumsWrittenAccidentAndHealth,21,0,4,3,0,0,0,0,0,0,0
FederalHomeLoanBankAdvancesMaturitiesSummaryByInterestRateTypeFixedRateAfterFiveYears,21,0,1,2,1,1,1,0,0,0,1
DirectPremiumsWrittenLife,21,0,4,3,0,0,0,0,0,0,0
PlanOfReorganizationAmountOfPrepetitionObligationsSettledOrToBeSettledInCashAtEffectiveDate,21,0,0,2,2,2,1,0,0,0,0
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputRealizedGainsLossesNet,21,0,0,2,1,2,2,0,0,0,0
UndistributedIncomeFromOtherThanGainOrLossOnSaleOfProperties,21,0,1,0,1,1,1,1,1,1,0
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesOtherthanTemporaryImpairmentChargesCreditLoss,21,0,0,0,2,1,0,1,1,1,1
RedeemableNoncontrollingInterestEquityRangeOfEstimatedFairValueHigh,21,0,1,2,1,1,1,1,0,0,0
ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationFairValueAcquired,21,0,0,2,1,0,0,1,2,1,0
DirectPremiumsWrittenAccidentAndHealth,21,0,4,3,0,0,0,0,0,0,0
DefinedContributionPlanIncreaseDecreaseCost,21,0,0,0,0,0,0,0,3,4,0
OtherNonoperatingAssetRelatedIncome,21,0,0,0,1,2,0,2,1,1,0
ElectricalTransmissionRevenue,21,0,1,0,0,0,0,3,3,0,0
ServicingLiabilityAtFairValuePeriodIncreaseDecrease,21,0,1,1,0,1,1,1,1,1,0
PreferredStockAdditionalSeriesSharesIssued,21,0,5,2,0,0,0,0,0,0,0
ProceedsFromShortTermCapitalLeaseObligations,21,0,2,0,0,2,1,0,1,1,0
CashFlowHedgeGainLossReclassifiedToOtherIncomeNet,21,0,1,4,2,0,0,0,0,0,0
RevenueFromFranchisedOutlets,21,0,3,3,1,0,0,0,0,0,0
RecordedUnconditionalPurchaseObligationDueInRemainderOfFiscalYear,21,0,0,0,0,1,2,1,1,1,1
FairValueInputsOfferedQuotes,21,0,0,2,0,1,2,1,1,0,0
RequiredNetCapitalUnderCommodityExchangeAct1,21,0,0,3,1,1,1,1,0,0,0
PublicUtilitiesPropertyPlantAndEquipmentAmountOfLossRecoveryOnPlantAbandonment,21,0,0,0,1,0,0,2,1,2,1
ExpensesAndLossesReportingCurrencyDenominatedValue,21,0,0,0,1,2,1,1,2,0,0
HeldToMaturitySecuritiesGrossLossesDerivatives,21,0,1,0,0,1,1,2,2,0,0
IncurredClaimsFinancialGuaranteeInsuranceContracts,21,0,2,2,1,1,0,0,0,1,0
IncreaseDecreaseInCoalInventories,21,0,0,1,0,0,1,2,1,1,1
ServicingAssetAtAmortizedValueOtherThanTemporaryImpairments,21,0,0,6,1,0,0,0,0,0,0
DisposalGroupIncludingDiscontinuedOperationAccruedIncomeTaxPayable,21,0,0,0,0,4,0,1,0,2,0
AccountsPayableUnderwritersPromotersAndEmployeesOtherThanSalariesAndWagesCurrent,21,0,0,0,0,2,2,1,1,1,0
PublicUtilitiesPropertyPlantAndEquipmentOriginalCostOfIntangibleUtilityPlants,21,0,1,1,1,1,1,1,1,0,0
BrokeredNaturalGasMarginRevenue,21,0,0,0,1,1,2,2,1,0,0
ContinuingCareRetirementCommunitiesAdvanceFeesRefunds,21,0,0,1,1,2,1,2,0,0,0
HedgedLiabilityFairValueHedge,21,0,0,0,0,0,0,0,0,7,0
PostconfirmationRestrictedCashAndCashEquivalentsCurrent,21,0,0,0,1,1,1,2,2,0,0
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired,21,5,1,1,0,0,0,0,0,0,0
LiabilityForFuturePolicyBenefitsLiabilitiesAssumed,21,0,1,4,2,0,0,0,0,0,0
DebtSecuritiesTradingUnrealizedLoss,21,0,0,0,0,0,0,0,0,5,2
InventoryNoncurrentFairValueDisclosure,21,0,1,1,1,0,2,1,1,0,0
NetAmountAtRiskByProductAndGuaranteeNetAmountAtRiskAtAnnuitization,21,0,1,2,2,2,0,0,0,0,0
DiscontinuedOperationIntercompanyAmountsWithDiscontinuedOperationBeforeDisposalTransactionCosts,21,0,1,3,0,3,0,0,0,0,0
DebtSecuritiesTradingRealizedGain,21,0,0,0,0,0,0,0,0,5,2
CededCreditRiskClaimsLossAdjustmentExpenseIncurred,21,0,1,5,1,0,0,0,0,0,0
RetentionPayableDueInNextRollingTwelveMonths,21,0,0,1,1,1,1,1,1,1,0
CostOfRealEstateSalesExcludingInterest,21,0,1,1,1,1,1,1,1,0,0
LoansAndLeasesReceivableDeferredIncomeOther,21,0,0,1,2,2,2,0,0,0,0
EquityMethodInvestmentSummarizedFinancialInformationNetSalesOrGrossRevenue,21,2,5,0,0,0,0,0,0,0,0
AdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations,21,0,6,1,0,0,0,0,0,0,0
DeferredPolicyAcquisitionCostsAmortizationExpenseAccruedInterest,21,0,0,0,0,0,0,0,2,4,1
CompensatedAbsencesLiabilityVacationAndHoliday,21,0,2,4,1,0,0,0,0,0,0
DefinedBenefitPlanBeforeAdoptionOfSFAS158RecognitionProvisionsPrepaidBenefitCost,21,0,3,3,1,0,0,0,0,0,0
LossContingencyPatentsAllegedlyInfringedNumber,21,0,0,0,1,0,2,2,2,0,0
PostconfirmationRestrictedCashAndCashEquivalentsNoncurrent,21,0,0,1,1,1,1,1,1,1,0
CapitalRequirementOfConsolidatedBrokerDealerSubsidiaryElectingAlternativeMethod,21,0,0,1,1,1,1,1,1,1,0
AllowanceForUncollectibleCustomersLiabilityForAcceptances,21,0,0,2,2,0,0,1,1,1,0
ShareholderLoansToFinanceLeveragedBuyout,21,0,3,4,0,0,0,0,0,0,0
IncreaseDecreaseInFairValueOfPriceRiskFairValueHedgingInstruments1,21,0,1,1,1,1,1,1,1,0,0
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAdjustmentsAfterTax,21,0,0,0,0,0,0,0,1,4,2
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsPercent,21,0,0,0,0,0,0,0,0,1,6
SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInPrepaymentSpeed,21,0,0,0,1,1,2,2,1,0,0
HeldtomaturitySecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherLoanToCollateralValueRatio,21,0,0,1,1,1,1,1,1,1,0
MalpracticeLossContingencyAccrualDiscountedNoncurrent,21,0,0,1,1,1,1,1,1,1,0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityTransfersOutOfLevel3,21,0,0,0,1,1,2,0,1,2,0
AccountsPayableOther,21,0,4,3,0,0,0,0,0,0,0
IncomeTaxExaminationPenaltiesFromExamination,21,0,3,4,0,0,0,0,0,0,0
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationOptionsIssued1,21,0,0,4,0,1,0,0,1,1,0
MultiemployerPlansEmployeesIncreaseDecreasePercentage,21,0,0,2,1,1,1,1,1,0,0
PledgedAssetsSeparatelyReportedLoansPledgedForRepurchaseAgreementsAtFairValue,21,0,0,0,1,1,1,1,1,1,1
TimeSharingTransactionsMaturitiesOfNotesReceivableNet,21,0,0,1,1,1,1,1,1,1,0
AmountOfRegulatoryAssistanceReceived1,21,0,0,0,1,1,1,1,1,1,1
BusinessAcquisitionPurchasePriceAllocationProjectedBenefitObligationAsset,21,0,2,4,1,0,0,0,0,0,0
CommodityFuturesContractsAndSpotCommoditiesProprietaryCapitalCharges,21,0,0,1,1,1,1,1,1,1,0
InvestmentCompanyCommittedCapital,21,0,0,0,0,0,0,0,1,5,1
StructuredSettlementAnnuitiesInterestRateHighEnd,21,0,0,1,2,2,2,0,0,0,0
CommonStockAdditionalSeriesSharesAuthorized,21,0,4,2,1,0,0,0,0,0,0
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerOutstandingLimitedPartnershipUnit,21,0,7,0,0,0,0,0,0,0,0
FairValueEstimateNotPracticableCashAndCashEquivalents,21,0,0,1,2,3,1,0,0,0,0
IncomeLossFromOperationsBeforeExtraordinaryItemsNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,21,0,0,0,2,1,1,1,1,1,0
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInInvestmentIncome,21,0,2,5,0,0,0,0,0,0,0
OtherRealEstateNonCoveredPeriodIncreaseDecrease,21,0,0,1,1,1,1,1,1,1,0
NondebtorReorganizationItemsNetGainLossOnSettlementOfOtherClaims,21,0,5,1,1,0,0,0,0,0,0
CreditDerivativeLiquidationProceedsPercentage,21,0,1,2,1,1,1,1,0,0,0
DebtConversionOriginalDebtAmount,21,1,1,1,3,1,0,0,0,0,0
UnbilledChangeOrdersAmountExpectedToBeCollectedAfterOneYear,21,1,1,1,1,2,1,0,0,0,0
InvestmentOwnedBalanceContracts,21,0,0,0,0,0,0,2,2,2,1
ClosedBlockDividendObligationIncreaseDecreaseForEffectOfOperatingResults,21,0,0,0,0,0,0,1,3,3,0
PayablesForCongressionallyMandatedAssessments,21,0,7,0,0,0,0,0,0,0,0
ContractReceivableDueAfterOneYearHighestInterestRate,21,0,0,3,2,1,1,0,0,0,0
LoansAndLeasesReceivableCommercialLoansInProcess,21,0,0,2,3,1,1,0,0,0,0
ContractWithCustomerRefundLiabilityNoncurrent,21,0,0,0,0,0,0,0,0,5,2
CommonStockAdditionalSeriesValue,21,0,3,3,1,0,0,0,0,0,0
CapitalizedExploratoryWellCostPeriodIncreaseDecrease,21,0,0,3,1,2,0,0,0,1,0
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsAssetHeldForSale,21,0,2,5,0,0,0,0,0,0,0
